1,بصراحة بعد برشا تخمام بش نصوت لانسان عندوا برنامج إقتصادي و ليس سياسي  يربح و الا ما يربحش المفيد انا عطيت صوتي لعب… https://t.co/DOfORybcC3 ,Tunisian
2,ما تتصوروش قداش فرحانة اللي عندنا باش تصير مناظرات مترشحي #انتخابات_الرئاسة_التونسية و باش نعيشوا الجو هذاكا اللي ق… https://t.co/BOfYAd9QIK ,Tunisian
3,RT @shadounSelmi: ما تتصوروش قداش فرحانة اللي عندنا باش تصير مناظرات مترشحي #انتخابات_الرئاسة_التونسية و باش نعيشوا الجو هذاكا اللي قبل ما… ,Tunisian
4,@mehdit8i @ElbarZiza ااه هاو باهي ربي معااك و يوفقك انت زادا يا مهدي ,Tunisian
5,@wafa_alkhalifi ربي معاك و إن شاء الله لاباس و ما تشوفي شر ,Tunisian
6,@afefgharbitv لنا 26 خيار موش كان 5 ؟! و انا نختار @ElyesFakhfakh  #18 #EF18 #Fakhfakh2019 ,Tunisian
7,@helajarraya_619 مانيش باش نصوتله للعيوب الأخرى ,Tunisian
8,@Nezar882001 5ساعات وتعبر على انزعاجك عيب عليك 😂 ملا نحنا اللي منطقتنا توصل ل 14 ساعة يومياً ,Tunisian
9,@afefgharbitv لنا 26 خيار موش كان 4 ؟! و انا نختار @ElyesFakhfakh  #18 #EF18 #Fakhfakh2019 القطع مع #السيستام #بدلالlogiciel ,Tunisian
10,@mohQasem8 معك حق لكن ممكن انو الوعي السياسي توا في هالاحداث مرتبط ببرشا حاجات لذا دايما تكون الآراء متزعزة و الرؤي… https://t.co/1guD8DQf1s ,Tunisian
11,"@alphamelias صدقني الكل كي بعضهم ، الكل باش يخدمو مصلحتهم مافيهم حد يحب مصلحة بلادو .. الكل نفس العقلية ",Tunisian
12,@tounsiahourra أنا موش فاهمة هذا الطرطور المتخلف ذهنيا كيفاش قبلوا الترشح إمتاعو و ما هزوش عدولوا في مستشفي الأمراض… https://t.co/vuJP3WgX74 ,Tunisian
13,ياخي باش يعملوا visioconférence في المناظرة الانتخابية مع نبيل القروي ولا كيفاش الحكاية؟ وسليم الرياحي زادا؟ ,Tunisian
14,@wafa_alkhalifi انشالله لاباس و ربي يحفظك وفاء و ربي يحل كل مشاكلك يارب ,Tunisian
15,نهار الانتخابات نصبح راقد على حساب هكا 😂😂😂😂 ,Tunisian
16,شو هالمجتمع الذكوري القذر اللي صرنا عايشين فيه شو يعني هي بنت و انا ولد مابعمرنا رح نتقدم مع هيك تفكير نحنا ب 2019… https://t.co/cR9gXwjCyO ,Tunisian
17,@NesrineSherif سي بون قررت شكون ننتخب 😂😂😂😂😂 ,Tunisian
18,شروط من الضروري توفرها في الشخص او الحزب اللي بش ننتخبو 😀: -تطبيق القانون على الجميع -الايمان بمدنية الدولة وبالمسا… https://t.co/4Mgncyj02J ,Tunisian
19,@Bilal_Amri2 يعيشك ربي يخليك ,Tunisian
20,Excellente Analyse 👌👍👏  على هذيكا نقول يلزم نلمو الصف باش نوصلو نعديو مرشح للدور الثاني..   #عبو ثم #عبو ثم… https://t.co/I2uWv7JyXL ,Tunisian
21,@halouma_mj فالمروج توا بدا الريح يتحرك نسمة باردة محلاها ممكن تصب ,Tunisian
22,@medzhiwa @halouma_mj حتى انا في المروج توا و مافما شي😭😂 ,Tunisian
23,@Dorra_thr عجبني إيقاعها موش محتواها 🙋‍♂️ نحسها تضحّك هكة علاش شدّت في مخّي 🤣😂 ,Tunisian
24,@Benttounes6 @medzhiwa اي مالا ان شاء لله  انت تروح وهي تصب باش ما تتبلش 😂😍 ,Tunisian
25,أجو ضيوف لعندناا🤦‍♀️🤦‍♀️ شو هالنهار ياربي؟ ما لحق أفرح ب شي ل يخرب الشي التاني..💔😤 ,Tunisian
26,اللهم ارزقني مرارة الغربة  قولو آمين  راهو  طلعلي السكر من حلاوة الوطن 💔 ,Tunisian
27,@hamzazidi_1919 🤣🤣🤣 ايا باهي ,Tunisian
28,"الى حد الآن المعطيات تشير الى أن الرد العسكري الاسرائيلي سيكون محدود لكن عنيف, و شخصيا أستبعد الى حد هذه اللحظة اقد… https://t.co/b6YaPGk1wr ",Tunisian
29,@Benttounes6 @halouma_mj هاي تصب توا ماشاءالله ,Tunisian
30,@MyFati هههههههههههه 😂😂 و خلي عاد يوسف مع شكون ,Tunisian
31,ميلفاي عشق من نوع آخر 💕💞😍 انا كليت كل الانواع و يبقى الدياري الي يتباع في الكوشة أحلى وحيد الكعبة ب400فرنك نضرب منو… https://t.co/o1HEfz80QY ,Tunisian
32,@kebchiza ما دام فمه شكون يشري الشيشة بـ 80 دينار....ها ضاك هو. ,Tunisian
33,بالنسبة ليا الاب هو الـ Super Hero الحقيقي بكل إلي عمله و الي قاعد يعمل فيه لينا.. ويوم بعد يوم نتأكد اني لو دورت ا… https://t.co/pZZqedHomk ,Tunisian
34,@etoiledusahelfr اش باش يعديوا في ها الطقس؟ ياخي انت في سوسة والا لا؟ الأمطار غزيرة جدا وتهطل دون انقطاع وربي يستر وانت تنتقد في التلفزة ,Tunisian
35,حزب الله شيعة ...نانانانا 😑😑  تي موتوا بربي موتوا قداش تافهين https://t.co/Mce2VK9i6h ,Tunisian
36,@WhereBurgersAt راك قتلي بش نحكي معاك تونسي😂😂 ,Tunisian
37,هههههههه فعلا ,Tunisian
38,الرقم هذا طلبني 26381790 قالتلي احنا مكتب دراسات وكذا قلتلها ماعنديش وقت للدراسات قالتلي وقتاش نعاود نطلبك قلتلها م… https://t.co/Ymi4XaiQyb ,Tunisian
39,@MohammedAssaf89 حلوة برشا  صوتك يهبل فيها   #كرمالك_انت  #محمد_عساف ,Tunisian
