1,RT @kxCSg6Jssc0DQOf: هذا المكان يوجعني  اشتي دكتور يطلع ماهو الوجع https://t.co/NhiNA7QWnC ,Yemeni
2,RT @kxCSg6Jssc0DQOf: مساءالخير  جمعه مباركه وليله سعيدة  جاهزة الجاد يرسل كرت موبايل 1500 ويدخل خاص نتفق على السهرة ليله خميس  اشتي انتاك ل… ,Yemeni
3,RT @gad1181: اشتي سالب جاد يرد نلتقي الان ,Yemeni
4,@Afnan_alwesabe روعاتك   في موضوع اشتي اكلمك به بخصوص حكومه الشباب الذي انتي فيها حق الجعدي ,Yemeni
5,RT @ksD9YHA5pJoyKTR: اشتي شخص جاد شبعنا كذب الي جاد يفعل اعاده تغريده ويجي خاص سريع https://t.co/hbH5GZ7zzs ,Yemeni
6,سؤال لو الامارات قصفت معسكرات طارق صالح في الساحل الغربي هل الاخوان المسلمين والمطالبين في هاشتاقات ترحيل الامارات مطلب شعبي سيطالبو النفس الطلب الي طلبوها الحين ولا لا؟؟؟  او سوف يحتفلون ويرقصون كما رقصو في يوم تفجير جامع دار الرئاسه و الصاله الكبرى... اشتي اجابه بصراحه تامه ,Yemeni
7,@WR3R3 انا اشتي اكلميك اعطيني رنه على هذا الرقم  ٧٧١١٨٨١٨٢ انا جاد وكاش الحين ,Yemeni
8,اشتي سالب جاد يرد نلتقي الان ,Yemeni
9,RT @gad1181: صباح الخير اشتي سالب ناعم جاد يرد نلتقي المكان موجود ,Yemeni
10,صباح الخير اشتي سالب ناعم جاد يرد نلتقي المكان موجود ,Yemeni
11,اقول اشتي سالب ويجونا مبادلين ليش ,Yemeni
12,RT @ksD9YHA5pJoyKTR: اشتي شخص جاد شبعنا كذب الي جاد يفعل اعاده تغريده ويجي خاص سريع https://t.co/hbH5GZ7zzs ,Yemeni
13,@sanaa323 تصدق اشتي افك الحظر على عبد الفتاح حيدرة ولا اعرفت كيف ههههههه ,Yemeni
14,RT @gad1181: ﺻﺒﺎﺡ ﺍﻟﺨﻴﺮ ﺍﺷﺘﻲ ﺳﺎﻟﺐ ﺟﺎﺩ ﻳﻤﺺ ﻳﺮﺩ ﺧﺎﺹ ﺍﻟﺸﻘﻪ ﻓﺎﺿﻲ ﻧﻠﺘﻘﻲ ﺑﻌﺪ ﺍﻟﻔﺠﺮ ,Yemeni
15,RT @ksD9YHA5pJoyKTR: اشتي شخص جاد شبعنا كذب الي جاد يفعل اعاده تغريده ويجي خاص سريع https://t.co/hbH5GZ7zzs ,Yemeni
16,RT @ksD9YHA5pJoyKTR: اشتي شخص جاد شبعنا كذب الي جاد يفعل اعاده تغريده ويجي خاص سريع https://t.co/hbH5GZ7zzs ,Yemeni
17,RT @saneanih21: لغز  اسألك عن بنت عمرها ما بين عشرة وعامين  حرفها الاول يطابق رابع الاثنين  وحرفها الثالث مكتوب وسط شهرين  متزوجة زوجين  ال… ,Yemeni
18,RT @saneanih21: لغز  اسألك عن بنت عمرها ما بين عشرة وعامين  حرفها الاول يطابق رابع الاثنين  وحرفها الثالث مكتوب وسط شهرين  متزوجة زوجين  ال… ,Yemeni
19,اشتي واحده جاده بصنعاء تسهر اليوم معي والله بدفع لها 200ريال سعودي الجاده تجي خاص ونتفق وملعون ابن ملعون من رجع بكلامه ,Yemeni
20,@CH0z1j9zA3A82h8 تعال يا رشاد والله اشتي اكلمك ضروري ,Yemeni
21,"RT @ookoo444: اشتي زي هذا القات،😭😭😭😭😭 https://t.co/kVQU5Aoho7 ",Yemeni
22,اشتي واحده جاده بصنعاء نلتقي اليوم الذي هي جاده تجي خاص الان https://t.co/oOoxozI6bO ,Yemeni
23,"RT @ookoo444: اشتي زي هذا القات،😭😭😭😭😭 https://t.co/kVQU5Aoho7 ",Yemeni
24,@alrahbi5 اشتي ادري انت من بتطمن؟   وعلى ايش بتطمنا اصلا  وكأن الشعب مش عارف لهادي ولا للشرعية ولا للتحالف !!!!!  هزلت ورب الكعبة ,Yemeni
25,@AbuAlja ولا اشتي سوى ما كتبت في المنشور ,Yemeni
26,@skyy0_ @nasreldokhmaisy والله العظيم صح هذا هو الموضوع معصب مرة أشتي أفش خلقي بأي مكان ,Yemeni
27,"@Wassem_13 اهمشي الحمدلله,اشتي اعرف الرقم الصحيح ",Yemeni
28,انا اشتي اقول كلمه لمحمد بن راشد سير بريطانا دور علئ زوجتك ياهين ورحل من اليمن اليمن ليست هيا زوجتك #الامارات_تقصف_الشرعيه ,Yemeni
29,@na1200_ @PKYaTp6K6An14kf اشتي ثنتين مع بعض🤣😂👌 ,Yemeni
30,"لي من قبل امس اشتي اكتب تغريدة و متردد ، كنت اشتي اكتب انني افكر اتحدى الشرعية يواصلوا لعدن ،  سمعت ان الشرعية انسحبت و ما واصلت لعدن !! هههههههههههههههههههه ",Yemeni
31,@wWuOYfeQOH74ICq اناوالله اشتي واحده صادقه وتكون لي وحدي واتزوجها ,Yemeni
32,اشتي مصه من حق صنعاء ,Yemeni
33,اشتي واحده جاده وصادقه بصنعاء نسهر سواء اليوم وتاخذ حقهاء كاش والله جاد جدا الان ,Yemeni
34,RT @saneanih21: لغز  اسألك عن بنت عمرها ما بين عشرة وعامين  حرفها الاول يطابق رابع الاثنين  وحرفها الثالث مكتوب وسط شهرين  متزوجة زوجين  ال… ,Yemeni
35,RT @saneanih21: لغز  اسألك عن بنت عمرها ما بين عشرة وعامين  حرفها الاول يطابق رابع الاثنين  وحرفها الثالث مكتوب وسط شهرين  متزوجة زوجين  ال… ,Yemeni
36,@Dhahi_Khalfan @Ro1z4e الصراحه الخميس غير 😂😂😂 اشتي ادرى ايش سر الخميس ليش الشرعيه يتراجعو يوم الخميس شكلهم كلهم مزوجين 😂😂 ,Yemeni
37,RT @saneanih21: لغز  اسألك عن بنت عمرها ما بين عشرة وعامين  حرفها الاول يطابق رابع الاثنين  وحرفها الثالث مكتوب وسط شهرين  متزوجة زوجين  ال… ,Yemeni
38,RT @saneanih21: لغز  اسألك عن بنت عمرها ما بين عشرة وعامين  حرفها الاول يطابق رابع الاثنين  وحرفها الثالث مكتوب وسط شهرين  متزوجة زوجين  ال… ,Yemeni
39,@i011v @bad18777 كيوت اشتي واحد زيه ,Yemeni
40,RT @saneanih21: لغز  اسألك عن بنت عمرها ما بين عشرة وعامين  حرفها الاول يطابق رابع الاثنين  وحرفها الثالث مكتوب وسط شهرين  متزوجة زوجين  ال… ,Yemeni
41,لغز  اسألك عن بنت عمرها ما بين عشرة وعامين  حرفها الاول يطابق رابع الاثنين  وحرفها الثالث مكتوب وسط شهرين  متزوجة زوجين  الاول مسافر والثاني تشوفه كل يومين  آخر اسمها آخر العيدين ما اسم البنت ؟؟؟؟   للعباقره  اللغز الذي عجز الكل عن حله  اشتي جواب للغز ,Yemeni
42,RT @hosem745: اشتي زب ضروري الجاد صورة اشتي جاد ,Yemeni
43,اشتي زب ضروري الجاد صورة اشتي جاد ,Yemeni
44,@bn_sawlan 😂😂😂المهم انا اشتي الهاشتاق الي تحت الدرج جمب باب الصاله ,Yemeni
45,RT @ookoo444: محيرفه للاخر معنها طافشه ماشتيش ملغجين اشتي اي واحد يحولي كما كان ولها مني والله اكون وفيه معه ,Yemeni
46,RT @ksD9YHA5pJoyKTR: اشتي شخص جاد شبعنا كذب الي جاد يفعل اعاده تغريده ويجي خاص سريع https://t.co/hbH5GZ7zzs ,Yemeni
47,RT @Malmakaleh1: @MR__MOHAMMED__Y ههههههههههه بس رجاء قبل التبادل  اشتي اساله سؤال ,Yemeni
48,@MR__MOHAMMED__Y ههههههههههه بس رجاء قبل التبادل  اشتي اساله سؤال ,Yemeni
49,@mareb_alward اشتي اعرف من ركًب بريك لابن بريك هرول هرولة كبيرة من عدن تجاه الظالع ابوها ,Yemeni
50,@Dhahi_Khalfan وبعدين اشتي اعرف حاجه اشششششش دخلك في الجنووب وأهله تحسسني انك عربي 💔😂😂😂 ,Yemeni
51,اشتي اعرف وين راحت الدكتورة الناقه الي قالت انها ذبحت الف وقتلت الفسن وتتوعد بالمزيد من اصحاب البسطات  ..  نشتيها تخرج تدلهف العربيات من نقطه العلم للاسواق داخل عدن .. اصحاب البسطات مراعين ,Yemeni
52,علي الحواني وينك يا زعيم الكل  أمانة إني اديت للحلاق اليوم  1175  ريال عشان يسبك الحلاقة  أشتي تندع لي صور أجلس أهوك بهن يومية  عشان خلاص أنا قررت أدخل تويتر ضروري يكون معي صورة قوة عشان البروفايل والحركات وكذا... https://t.co/caRuogDTJC ,Yemeni
53,@fared_alawlaqe ممكن حبه لو سمحت اشتي 🤗 ,Yemeni
54,@am___ir ههههههه شلوك ,Yemeni
55,@musayahya98 😂😂 شلوك ,Yemeni
56,اين رجع احمد القور ؟  شلوك الجن جننت الخبرة من الرياض وذلحين اختفيت عيب اسود يا احمد   الصاحب وقت الشدة لا وقت الرخا ,Yemeni
57,@KhalfanAlkaabi5 شلوك الجن ونحاورهم ع أساس منهم !!! ,Yemeni
58,@ztZT36vwoxI9Ncf لمو تبكي ,Yemeni
59,@S__1983 ماتحرشكووك ولاشي  لمو لا على ذي ياااوووو ,Yemeni
60,"@nasser_duwailah ومازاد الحصار قطر الا قوة وشموخا ، تعملقت قطر وتقزم خصومها  الأزمة التي افتعلها خصوم قطر حريٌ بهم ان يتخذوها درسا لمعرفة قيمة الإخاء والجوار وقيمة الجار ",Yemeni
61,من استعجل الشي قبل اونه عوقب بحرمانه. الإنتقالي استعجل بقوه وانتفش أكثر مما انتفش الحوثيين في صنعاء وكلهم إلى زوال. ,Yemeni
