1,"""RT @leeeha123: @joodSd12 @AssociationSd مافي سقوط ناعم حيحصل لو الشعب وقف صامد ومستمر في الثوره كل التوقعات تدور حول استمرار فلم الكيزان وه…""",Sudanese
2,"""راكب في المسرح اليوم في الساحه وبوظت الحفل والمود واي شيء انا حابي اقول ليك الله ينعلك والله ينعلك يااخ وانت زول ان… https://t.co/A4vg5GQeOX""",Sudanese
3,"""RT @ObaiCJ: #فرح_السودان  العالم يتزين بألوان علم السودان إحتفالاً بالاتفاق التاريخي.. https://t.co/trYFPcsbGt""",Sudanese
4,"""RT @AzkarKSA: اللهـّم استجب لنا ما نعجز عن قوله، ما يصعب علينا صياغته وأنت تعلمه، اللهـّم وتقبل كل دعوة ساكنة في صدورنا ولا نعلم كيف نرفعها…""",Sudanese
5,"""@3bdallahfaz3 اول حاجة اكتب جملتك صح بعدين اتفلسف حدث ماحدث""",Sudanese
6,"""RT @ReemAzmi__: الانسان دا كائن غريب بالجد كيف يعني ليلة يكون في سابع سما والبعدها طوالي في سابع ارض سبحان الله""",Sudanese
7,"""نانسي الحاصل عليها شنو ي ناس اذا هي ما كويسه انا كمان حكون ما كويس""",Sudanese
8,"""مدنياوووو 😭😭😭""",Sudanese
9,"""@mhlhlaid1 مربوطين بحبل الأمور طيبه م محتاجين زول ثقه 😂😂😂""",Sudanese
10,"""RT @AR_Ethiopia: شمس #السودان تشرق من جديد. ❤️🙌🏾  #توقيع_الاتفاق_السوداني #فرح_السودان https://t.co/ZXXmaLhTyh""",Sudanese
11,"""RT @MujtabaaMusaa: شباب التأمين التأمين، قبل شوية في واحد لابس جلابية جاء لود جيراننا في الشارع و سألو اها الاتفاق ده كيف، ود جيراننا قرب ي…""",Sudanese
12,"""العالم يتزين بألوان علم السودان إحتفالاً بالاتفاق التاريخي..  #فرح_السودان #توقيع_الاتفاق_السوداني https://t.co/UTha61XtE7""",Sudanese
13,"""@TheZeinabBadawi @BBCHARDtalk @BBCNews @BBCBreaking @BBCAfrica اقوي رجل وله اغبي رجل و  اكبر سفاح في تاريخ السودان… https://t.co/gcoNBO1pr5""",Sudanese
14,"""RT @SamahAlfati7: شكرا للولد ما بشرب سجاير ، شكرا للولد ما بتلفظ ألفاظ بزيئه ،شكرا للولد اللي بيقوم علشان بنت تقعد مكانه ف المواصلات شكرا ل…""",Sudanese
15,"""RT @0x4ym4n: في الثريد دا حاشرح التطبيق الكنت شغال فيهو اليومين الفاتو...  الفكرة دعم لمبادرات انطلقت من السوشال بتفتش لحل لمشاكل المواصلات…""",Sudanese
16,"""إتفاق شنو البدون رقيص ده ؟! 🤔 https://t.co/2Wiseul1Ws""",Sudanese
17,"""RT @MUHANNNED1: الأصم بعد خلص كلاموا ابوي قال اقفلوا التلفزيون دا  عشان ما يجي حميدتي يوسخ اضنينا😂😂😂😂😂""",Sudanese
18,"""@Alaa_1597 احبججج طيب""",Sudanese
19,"""RT @UlaMohd: اول صورة، الناس حرفيا بتوريك معنوياتهم كانت في السماء قدر شنو ♥️🙌🏽 https://t.co/1Uc02YbEIz""",Sudanese
20,"""هو ليه فعلاً بيكون في علاقة عكسية بين شكل الواحد و خفة دمه سواء ولد أو بنت وبيبقى نادراً فعلا لما تلاقي حد حلو  و دمه خفيف مع بعض.""",Sudanese
21,"""RT @JodzMj: غايتو بتاع الكاميرا طلع بتاع مغارز  الاصم لمن اتكلم عن مجزرة الاعتصام يجيب ليك برهان  الاصم اتكلم عن قطاع الطرق جاب ليك حميدتي…""",Sudanese
22,"""@goona49 زي بيونه بنت اختي كانت وما زالت حركتها كتيره شديد وروشا رواشه ما عاديه كل شويه تقع ولا تتخبط ربنا يحفظهم ويغطي عليهم""",Sudanese
23,"""@waafy_18 الما حصل شنو ي ود الناس ركبت في المسرح وبوظت الحفل  وجر وشد في نانسي  والناس واقفه وفي ناس ما شايفه دا كل… https://t.co/L5cewalxX0""",Sudanese
24,"""انتصار تاريخي ولحظات مجيدة.. هذا ما قاله المتحدثون يوم ""العبور""بالسودان https://t.co/HEJP83Ggccالسودان-عرس-السودان-… https://t.co/RuH3ivnCsf""",Sudanese
25,"""RT @ajmubasher: دونًا عن غيره.. قاعة الاحتفال تضج بالتصفيق لرئيس وزراء #إثيوبيا أبي أحمد علي #السودان #فرح_السودان  #توقيع_الاتفاق_السوداني…""",Sudanese
26,"""RT @AnasIbrahim_: وزير الداخليه و وزير الدفاع خاضعين ل رئيس الوزراء حمدوك و حتي الجهاز خالي الصلاحيات ايضا .  خواجه وثيقتك غير الوقعناها ال…""",Sudanese
27,"""@Faris_SD1 @dllo_sa والله بظبط كده ابو ادم بلد الرخاء 😂😂😂😂😂😂😂😂😂♥️""",Sudanese
28,"""RT @wa2ily_: اول مرة اعمل الحاجة السخيفة دي 😂😂😂.. بس خلونا نحسم الفوضى ... حبيت منو اكتر الليلة ؟!💕 الاصم = like ابي احمد = retweet. https:…""",Sudanese
29,"""دي صور أسر الشهداء في منصة ساحة الحرية .. هي كم دقيقة كنت وسطهم في المنصة و ما لقيت أي فرح و ماف حاجة غير قلوب منكس… https://t.co/4szCAsB7oL""",Sudanese
30,"""RT @ahmedalnagdy18: اللى بيسامح كتير ده زعله وحش أوى !""",Sudanese
1,"""RT @Waleedkona: ما عشان كاتبه كابشن ب الانجليزي حنفوتها ليك  "" للمرة ال 558414688 مشاكلنا مع الكيزان كتيرة بسس عمرها الشكل ما واحد منهم"" ht…""",Sudanese
2,"""RT @Reemox007: يا جماعة الوقت ضاق شديد ولأن ما لقيت رسامين جدارية فمنشنو ناسكم بالله اللي بتعرفوهم🙏🏼💜 https://t.co/Qoc4ErKok7""",Sudanese
3,"""RT @Ahmed__km316: فالفتره الاخيره دي لو زعلت الا ترضى براك والله https://t.co/d5ELCZlUlc""",Sudanese
4,"""RT @khalidalbaih: يا جماعةً ممكن زول يوصلني بالبشمهمدس. عاوز العلم دا يكون اول جزء من مقتنيات سوف نبداء بجمعها لتكون جزء من ارشيف  و مكتبة…""",Sudanese
5,"""RT @ola63343608: @Sudan3310 @Sudanese_Spt @SUDTwittUN @hash_sudan @tasneem195 @7rofy92 @mustafajorry @woodyshrarh @SUDTrend @HibaElseed دكت…""",Sudanese
6,"""طيب هو فيديو ابرار بتبكي لي""",Sudanese
7,"""@khalidelshreif @LudainNour لا مشترك دي في مؤتمر الشهادة السودانية بس""",Sudanese
8,"""RT @hassii61665606: @Hussain_alrais هادي مش مبادره هذا واجب علينا واثأقل شي نقدر نقدمه لهذا الشعب العظيم الله يحفظكم يارب🇸🇦♥️🇸🇩""",Sudanese
9,"""ولمآ سألوها هو سمح؟! قالت ليهم م تسألوني عن سماحة زول انتو بتشوفو بي عيونكم وانا بشوفو بي قلبي 💙🌸✨..!""",Sudanese
10,"""لو ليك سنين بتقول انا حتغير وما قادر تتغير ابدا الليلة مع البلد  انا بديت الحاجة دي باني رتبتا دولابي وخليتو زي دول… https://t.co/vV7Km3nx1U""",Sudanese
11,"""م يكون كيكة زيك.""",Sudanese
12,"""@khalidalbaih @mohamadain @impacthub يعني يدفعه ليكم؟ ولا تشتروه؟ 😂 ليه عايزين تشيلوا حاجات الناس 😂""",Sudanese
13,"""نزلوا أعظم مشاهد للثورة تحت التويتة دي 🖤   خلونا نستعيد اللحظاات  صور أو فيديوهات""",Sudanese
14,"""RT @Mo_ibrahoma: انا بكرة ماشي أفتح بلاغ في الدعم السريع للإنتهاك الجسدي والمادي الحصل لي في فض الإعتصام و أطالب بى تعويض. وأحرك بلاغي الفا…""",Sudanese
15,"""RT @saf_991: اقترب من السور وهوا يفكر في ذالك السؤال الذي حيره كثيرا .. ماذا سيحدث لو قفزت للحظات قليلة محلقاً في الهواء؟.. لماذا ترتبط متع…""",Sudanese
