1,@nhoda010 يعيشك غزالتي 😘😘 حشمتيني 🤗🤗🤗 ,Tunisian
2,RT @IMENHAJRI2: @Salahsl44374743 يعيشك جاري صباحك فل 💮 ,Tunisian
3,@Salahsl44374743 يعيشك جاري صباحك فل 💮 ,Tunisian
4,@misk444 يعيشك 🤗🤗😂😂😂 ,Tunisian
5,@tunisophile @wilsonseth يعيشك ! ,Tunisian
6,@tote_marko @Derooo___ يعيشك 🤗🤗 ,Tunisian
7,"@lachaal3 يعيشك 🤗🤗🤗 و ننصحك ما عادش تركز برشا مع الناس اللي هنا، و اخطاك مالناس اللي مش متربية ",Tunisian
8,@rayalovely29 يعيشك رورو 😘😘😘 ,Tunisian
9,@Imahuma47991809 يعيشك 🤗🤗 مادامني كونجي معناها موفق بإذن اللّه 😂😂😂 ,Tunisian
10,@curiosi10246215 يعيشك يا ناصر 🌺🌺 ,Tunisian
11,@PuNiShEr1R شربت و هاني باش نجرب اللي قالوه البنات يعيشك 🤗 ,Tunisian
12,@mkad_houda يعيشك هدهد  😘😘😘 ربي يخليك🌺🌺 ,Tunisian
13,@Kareem04426668 @EssamraImen يعيشك 🤗🤗 ,Tunisian
14,@O9WfOmiDlbF9H3M الحمدلله لباس يعيشك ونعرف انك تفدلك وتمزح ههههه ,Tunisian
15,@viva_samir @Hayet03293904 يعيشك ,Tunisian
16,@BalboulaKhoury يعيشك نبال يعطيك الصحة 😍😍😍 العاقبة ليك في سوسة 💝💝💝💝💝 ,Tunisian
17,ما يعيشك في العز كان ذراعك 💪🏼 ,Tunisian
18,@misk444 الصغر و فازاته 😂😂😂 يعيشك 🤗 ,Tunisian
19,@zd_oumaima يعيشك أومتي 😘😘😘 ربي يخليك و ينجحك 😘😘😘 ,Tunisian
20,@viva_samir يعيشك ,Tunisian
21,@PuNiShEr1R يعيشك 🤗 و ربي يفضلك ,Tunisian
22,@souha_souha1 يعيشك 🤗 ,Tunisian
23,@misk444 @RTounsiii يعيشك 🤗🤗 ,Tunisian
24,@Firas30867571 يعيشك 🤗 ,Tunisian
25,@EDDY90317681 يعيشك 🤗🤗🤗 الدنيا ما تمشي كان ييهم الزوز ,Tunisian
